/* DATA DESCRIPTION:
TARA_N000001396	TARA_082_DCM_20-200	ERS490945	insdc:ERR599209,ERR562381	https://www.pangaea.de/?q=TARA_N000001396	TARA_N000001396					TARA_082	TARA_20101206T1858Z_082_EVENT_PUMP	High Volume Peristaltic Pump	2010-12-06T18:58	-47.2007	-57.9446	38	42	40	DCM	deep chlorophyll maximum layer (ENVO:01000326)	20.000	200.000	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)
TARA_N000001392	TARA_082_DCM_5-20	ERS490947	insdc:ERR599221,ERR562546	https://www.pangaea.de/?q=TARA_N000001392	TARA_N000001392					TARA_082	TARA_20101206T1858Z_082_EVENT_PUMP	High Volume Peristaltic Pump	2010-12-06T18:58	-47.2007	-57.9446	38	42	40	DCM	deep chlorophyll maximum layer (ENVO:01000326)	5.000	20.000	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)
TARA_R100000544	TARA_082_DCM_<-0.22	ERS490953	insdc:ERR594409	https://www.pangaea.de/?q=TARA_R100000544		82_DCM_0-0d2			TARA_082_D_<-0.22	TARA_082	TARA_20101206T1858Z_082_EVENT_PUMP	High Volume Peristaltic Pump	2010-12-06T18:58	-47.2007	-57.9446	38	42	40	DCM	deep chlorophyll maximum layer (ENVO:01000326)		0.220	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)
TARA_B100000780	TARA_084_SRF_0.22-3	ERS491001	insdc:ERR598945,ERR599059	https://www.pangaea.de/?q=TARA_B100000780		84_SUR_0d2-3	TARA_084_SUR_0.22-3	84_S_0.22-1.6		TARA_084	TARA_20110103T1105Z_084_EVENT_PUMP	High Volume Peristaltic Pump	2011-01-03T11:05	-60.2287	-60.6476	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	3.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001006	TARA_084_SRF_0.8->999.999	ERS491010	insdc:ERR599270,ERR562426	https://www.pangaea.de/?q=TARA_N000001006	TARA_N000001006			84_S_0.8->999.999		TARA_084	TARA_20110103T1105Z_084_EVENT_PUMP	High Volume Peristaltic Pump	2011-01-03T11:05	-60.2287	-60.6476	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	>999.999	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001438	TARA_084_SRF_0.8-5	ERS491012	insdc:ERR599254,ERR562657	https://www.pangaea.de/?q=TARA_N000001438	TARA_N000001438		TARA_084_SUR_0.8-5	84_S_0.8-5		TARA_084	TARA_20110103T1105Z_084_EVENT_PUMP	High Volume Peristaltic Pump	2011-01-03T11:05	-60.2287	-60.6476	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	5.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001362	TARA_084_SRF_180-2000	ERS491021	insdc:ERR599291,ERR562490	https://www.pangaea.de/?q=TARA_N000001362	TARA_N000001362		TARA_084_SUR_180-2000	84_S_180-2000		TARA_084	TARA_20110103T1217Z_084_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2011-01-03T12:17	-60.2584	-60.6226	3	7	5	SRF	surface water layer (ENVO:00002042)	180.000	2000.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001442	TARA_084_SRF_20-180	ERS491028	insdc:ERR599283,ERR562473	https://www.pangaea.de/?q=TARA_N000001442	TARA_N000001442		TARA_084_SUR_20-180	84_S_20-180		TARA_084	TARA_20110103T1358Z_084_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2011-01-03T13:58	-60.3046	-60.5715	3	7	5	SRF	surface water layer (ENVO:00002042)	20.000	180.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001440	TARA_084_SRF_5-20	ERS491032	insdc:ERR599224,ERR562503	https://www.pangaea.de/?q=TARA_N000001440	TARA_N000001440					TARA_084	TARA_20110103T1817Z_084_EVENT_NET	Plankton net+sieve, type=single, mesh(µm)=5, mouth(m^2)=0.196349, length(m)=2.5	2011-01-03T18:17	-60.4016	-60.4488	3	7	5	SRF	surface water layer (ENVO:00002042)	5.000	20.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_B100000787	TARA_085_SRF_0.22-3	ERS491044	insdc:ERR599090,ERR599176	https://www.pangaea.de/?q=TARA_B100000787		85_SUR_0d2-3	TARA_085_SUR_0.22-3	85_S_0.22-1.6		TARA_085	TARA_20110106T1038Z_085_EVENT_PUMP	High Volume Peristaltic Pump	2011-01-06T10:38	-62.0385	-49.5290	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	3.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001024	TARA_085_SRF_0.8->999.999	ERS491055	insdc:ERR599281,ERR562404	https://www.pangaea.de/?q=TARA_N000001024	TARA_N000001024			85_S_0.8->999.999		TARA_085	TARA_20110106T1038Z_085_EVENT_PUMP	High Volume Peristaltic Pump	2011-01-06T10:38	-62.0385	-49.5290	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	>999.999	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001028	TARA_085_SRF_0.8-5	ERS491057	insdc:ERR599335,ERR562542	https://www.pangaea.de/?q=TARA_N000001028	TARA_N000001028		TARA_085_SUR_0.8-5	85_S_0.8-5		TARA_085	TARA_20110106T1038Z_085_EVENT_PUMP	High Volume Peristaltic Pump	2011-01-06T10:38	-62.0385	-49.5290	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	5.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001032	TARA_085_SRF_5-20	ERS491059	insdc:ERR599228,ERR562557	https://www.pangaea.de/?q=TARA_N000001032	TARA_N000001032					TARA_085	TARA_20110106T1038Z_085_EVENT_PUMP	High Volume Peristaltic Pump	2011-01-06T10:38	-62.0385	-49.5290	3	7	5	SRF	surface water layer (ENVO:00002042)	5.000	20.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001040	TARA_085_SRF_180-2000	ERS491070	insdc:ERR599214,ERR562387	https://www.pangaea.de/?q=TARA_N000001040	TARA_N000001040		TARA_085_SUR_180-2000	85_S_180-2000		TARA_085	TARA_20110106T1245Z_085_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2011-01-06T12:45	-62.0773	-49.4534	3	7	5	SRF	surface water layer (ENVO:00002042)	180.000	2000.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001036	TARA_085_SRF_20-180	ERS491074	insdc:ERR562501	https://www.pangaea.de/?q=TARA_N000001036	TARA_N000001036		TARA_085_SUR_20-180			TARA_085	TARA_20110106T1529Z_085_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2011-01-06T15:29	-62.1400	-49.3273	3	7	5	SRF	surface water layer (ENVO:00002042)	20.000	180.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001042	TARA_085_DCM_180-2000	ERS491078	insdc:ERR599310,ERR562409	https://www.pangaea.de/?q=TARA_N000001042	TARA_N000001042					TARA_085	TARA_20110106T1758Z_085_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2011-01-06T17:58	-62.1943	-49.2502	88	92	90	DCM	deep chlorophyll maximum layer (ENVO:01000326)	180.000	2000.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001038	TARA_085_DCM_20-180	ERS491082	insdc:ERR562420	https://www.pangaea.de/?q=TARA_N000001038	TARA_N000001038					TARA_085	TARA_20110106T1825Z_085_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2011-01-06T18:25	-62.2024	-49.2382	88	92	90	DCM	deep chlorophyll maximum layer (ENVO:01000326)	20.000	180.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001034	TARA_085_DCM_5-20	ERS491086	insdc:ERR599206,ERR562494	https://www.pangaea.de/?q=TARA_N000001034	TARA_N000001034					TARA_085	TARA_20110106T1857Z_085_EVENT_NET	Plankton net+sieve, type=single, mesh(µm)=5, mouth(m^2)=0.196349, length(m)=2.5	2011-01-06T18:57	-62.2100	-49.2245	88	92	90	DCM	deep chlorophyll maximum layer (ENVO:01000326)	5.000	20.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_B100000795	TARA_085_DCM_0.22-3	ERS491095	insdc:ERR599104,ERR599121	https://www.pangaea.de/?q=TARA_B100000795		85_DCM_0d2-3	TARA_085_DCM_0.22-3			TARA_085	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2011-01-06T19:34	-62.2231	-49.2139	80	98	90	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.220	3.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001026	TARA_085_DCM_0.8->999.999	ERS491101	insdc:ERR599239,ERR562478	https://www.pangaea.de/?q=TARA_N000001026	TARA_N000001026					TARA_085	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2011-01-06T19:34	-62.2231	-49.2139	80	98	90	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.800	>999.999	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_N000001030	TARA_085_DCM_0.8-5	ERS491103	insdc:ERR599325,ERR562525	https://www.pangaea.de/?q=TARA_N000001030	TARA_N000001030					TARA_085	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2011-01-06T19:34	-62.2231	-49.2139	80	98	90	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.800	5.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_R100001377	TARA_085_DCM_<-0.22	ERS491107	insdc:ERR594377	https://www.pangaea.de/?q=TARA_R100001377		85_DCM_0-0d2			TARA_085_D_<-0.22	TARA_085	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2011-01-06T19:34	-62.2231	-49.2139	80	98	90	DCM	deep chlorophyll maximum layer (ENVO:01000326)		0.220	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_B100000809	TARA_085_MES_0.22-3	ERS491110	insdc:ERR599008,ERR599125	https://www.pangaea.de/?q=TARA_B100000809		85_MES_0d2-3				TARA_085	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2011-01-07T10:39	-61.9689	-49.5017	782	800	790	MES	mesopelagic zone (ENVO:00000213)	0.220	3.000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)
TARA_B100001063	TARA_093_SRF_0.22-3	ERS491421	insdc:ERR599064	https://www.pangaea.de/?q=TARA_B100001063		93_SUR_0d2-3		93_S_0.22-1.6		TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	High Volume Peristaltic Pump	2011-03-12T11:34	-34.0614	-73.1066	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	3.000	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)
TARA_B100001059	TARA_093_DCM_0.22-3	ERS491463	insdc:ERR598965	https://www.pangaea.de/?q=TARA_B100001059		93_DCM_0d2-3		93_D_0.22-1.6		TARA_093	TARA_20110312T1937Z_093_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2011-03-12T19:36	-33.9116	-73.0537	35	35	35	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.220	3.000	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)
TARA_B100001057	TARA_094_SRF_0.22-3	ERS491492	insdc:ERR599050	https://www.pangaea.de/?q=TARA_B100001057		94_SUR_0d2-3		94_S_0.22-1.6		TARA_094	TARA_20110318T1157Z_094_EVENT_PUMP	High Volume Peristaltic Pump	2011-03-18T11:57	-32.7971	-87.0693	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	3.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_B100000989	TARA_096_SRF_0.22-3	ERS491525	insdc:ERR598967	https://www.pangaea.de/?q=TARA_B100000989		96_SUR_0d2-3		96_S_0.22-1.6		TARA_096	TARA_20110324T1300Z_096_EVENT_PUMP	High Volume Peristaltic Pump	2011-03-24T13:00	-29.7238	-101.1604	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	3.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_B100001027	TARA_098_SRF_0.22-3	ERS491699	insdc:ERR599093,ERR599120	https://www.pangaea.de/?q=TARA_B100001027		98_SUR_0d2-3		98_S_0.22-1.6		TARA_098	TARA_20110403T1344Z_098_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-03T13:44	-25.8051	-111.7202	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	3.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001574	TARA_098_SRF_0.8-5	ERS491719	insdc:ERR562500	https://www.pangaea.de/?q=TARA_N000001574	TARA_N000001574			98_S_0.8-5		TARA_098	TARA_20110403T1344Z_098_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-03T13:44	-25.8051	-111.7202	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	5.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001578	TARA_098_SRF_5-20	ERS491721	insdc:ERR562600	https://www.pangaea.de/?q=TARA_N000001578	TARA_N000001578					TARA_098	TARA_20110403T1344Z_098_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-03T13:44	-25.8051	-111.7202	3	7	5	SRF	surface water layer (ENVO:00002042)	5.000	20.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001586	TARA_098_SRF_180-2000	ERS491732	insdc:ERR562379	https://www.pangaea.de/?q=TARA_N000001586	TARA_N000001586			98_S_180-2000		TARA_098	TARA_20110403T1417Z_098_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2011-04-03T14:17	-25.8073	-111.7364	3	7	5	SRF	surface water layer (ENVO:00002042)	180.000	2000.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001582	TARA_098_SRF_20-180	ERS491736	insdc:ERR562435	https://www.pangaea.de/?q=TARA_N000001582	TARA_N000001582			98_S_20-180		TARA_098	TARA_20110403T1628Z_098_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2011-04-03T16:28	-25.8105	-111.7329	3	7	5	SRF	surface water layer (ENVO:00002042)	20.000	180.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_B100001029	TARA_098_DCM_0.22-3	ERS491740	insdc:ERR599042,ERR599079	https://www.pangaea.de/?q=TARA_B100001029		98_DCM_0d2-3		98_D_0.22-1.6		TARA_098	TARA_20110403T2150Z_098_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2011-04-03T21:50	-25.8260	-111.7294	175	200	188	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.220	3.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001588	TARA_098_DCM_0.8-5	ERS491757	insdc:ERR562696	https://www.pangaea.de/?q=TARA_N000001588	TARA_N000001588					TARA_098	TARA_20110403T2150Z_098_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2011-04-03T21:50	-25.8260	-111.7294	175	200	188	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.800	5.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001580	TARA_098_DCM_5-20	ERS491758	insdc:ERR562433	https://www.pangaea.de/?q=TARA_N000001580	TARA_N000001580					TARA_098	TARA_20110403T2150Z_098_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2011-04-03T21:50	-25.8260	-111.7294	175	200	188	DCM	deep chlorophyll maximum layer (ENVO:01000326)	5.000	20.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_B100001013	TARA_098_MES_0.22-3	ERS491767	insdc:ERR599071,ERR599085	https://www.pangaea.de/?q=TARA_B100001013		98_MES_0d2-3				TARA_098	TARA_20110404T1359Z_098_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2011-04-04T13:55	-25.8076	-111.6906	475	500	488	MES	mesopelagic zone (ENVO:00000213)	0.220	3.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001594	TARA_098_DCM_180-2000	ERS491798	insdc:ERR562384	https://www.pangaea.de/?q=TARA_N000001594	TARA_N000001594			98_D_180-2000		TARA_098	TARA_20110404T1707Z_098_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2011-04-04T17:07	-25.8162	-111.7349	178	182	180	DCM	deep chlorophyll maximum layer (ENVO:01000326)	180.000	2000.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001584	TARA_098_DCM_20-180	ERS491799	insdc:ERR562597	https://www.pangaea.de/?q=TARA_N000001584	TARA_N000001584			98_D_20-180		TARA_098	TARA_20110404T1707Z_098_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2011-04-04T17:07	-25.8162	-111.7349	178	182	180	DCM	deep chlorophyll maximum layer (ENVO:01000326)	20.000	180.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_B100000886	TARA_099_SRF_0.22-3	ERS491804	insdc:ERR599024	https://www.pangaea.de/?q=TARA_B100000886		99_SUR_0d2-3		99_S_0.22-1.6		TARA_099	TARA_20110409T1356Z_099_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-09T13:56	-21.1460	-104.7870	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	3.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_B100000963	TARA_100_SRF_0.22-3	ERS491836	insdc:ERR599063,ERR599163,ERR599169	https://www.pangaea.de/?q=TARA_B100000963		100_SUR_0d2-3		100_S_0.22-1.6		TARA_100	TARA_20110415T1245Z_100_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-15T12:45	-13.0023	-95.9759	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	3.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001604	TARA_100_SRF_0.8->999.999	ERS491843	insdc:ERR562460	https://www.pangaea.de/?q=TARA_N000001604	TARA_N000001604			100_S_0.8->999.999		TARA_100	TARA_20110415T1245Z_100_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-15T12:45	-13.0023	-95.9759	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	>999.999	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001608	TARA_100_SRF_0.8-5	ERS491845	insdc:ERR562638	https://www.pangaea.de/?q=TARA_N000001608	TARA_N000001608			100_S_0.8-5		TARA_100	TARA_20110415T1245Z_100_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-15T12:45	-13.0023	-95.9759	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	5.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001616	TARA_100_SRF_20-180	ERS491854	insdc:ERR562506	https://www.pangaea.de/?q=TARA_N000001616	TARA_N000001616			100_S_20-180		TARA_100	TARA_20110415T1327Z_100_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2011-04-15T13:27	-12.9910	-95.9893	3	7	5	SRF	surface water layer (ENVO:00002042)	20.000	180.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001612	TARA_100_SRF_5-20	ERS491858	insdc:ERR562710	https://www.pangaea.de/?q=TARA_N000001612	TARA_N000001612					TARA_100	TARA_20110415T1625Z_100_EVENT_NET	Plankton net+sieve, type=single, mesh(µm)=5, mouth(m^2)=0.196349, length(m)=2.5	2011-04-15T16:25	-12.9488	-96.0293	3	7	5	SRF	surface water layer (ENVO:00002042)	5.000	20.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001620	TARA_100_SRF_180-2000	ERS491866	insdc:ERR562610	https://www.pangaea.de/?q=TARA_N000001620	TARA_N000001620			100_S_180-2000		TARA_100	TARA_20110415T1719Z_100_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2011-04-15T17:19	-12.9359	-96.0413	3	7	5	SRF	surface water layer (ENVO:00002042)	180.000	2000.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_B100000965	TARA_100_DCM_0.22-3	ERS491874	insdc:ERR599081,ERR599113	https://www.pangaea.de/?q=TARA_B100000965		100_DCM_0d2-3		100_D_0.22-1.6		TARA_100	TARA_20110415T1938Z_100_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-15T19:38	-12.9723	-96.0122	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.220	3.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001606	TARA_100_DCM_0.8->999.999	ERS491883	insdc:ERR562380	https://www.pangaea.de/?q=TARA_N000001606	TARA_N000001606					TARA_100	TARA_20110415T1938Z_100_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-15T19:38	-12.9723	-96.0122	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.800	>999.999	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001610	TARA_100_DCM_0.8-5	ERS491885	insdc:ERR562535	https://www.pangaea.de/?q=TARA_N000001610	TARA_N000001610			100_D_0.8-5		TARA_100	TARA_20110415T1938Z_100_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-15T19:38	-12.9723	-96.0122	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.800	5.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001614	TARA_100_DCM_5-20	ERS491887	insdc:ERR562723	https://www.pangaea.de/?q=TARA_N000001614	TARA_N000001614					TARA_100	TARA_20110415T1938Z_100_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-15T19:38	-12.9723	-96.0122	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	5.000	20.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001622	TARA_100_DCM_180-2000	ERS491900	insdc:ERR562589	https://www.pangaea.de/?q=TARA_N000001622	TARA_N000001622			100_D_180-2000		TARA_100	TARA_20110415T2330Z_100_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2011-04-15T23:30	-12.9214	-96.0953	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	180.000	2000.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_N000001618	TARA_100_DCM_20-180	ERS491904	insdc:ERR562676	https://www.pangaea.de/?q=TARA_N000001618	TARA_N000001618			100_D_20-180		TARA_100	TARA_20110416T0004Z_100_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2011-04-16T00:04	-12.9119	-96.1101	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	20.000	180.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_B100000959	TARA_100_DCM_0.22-3	ERS491913	insdc:ERR598946,ERR598953,ERR598981	https://www.pangaea.de/?q=TARA_B100000959		100_MES_0d2-3				TARA_100	TARA_20110416T1306Z_100_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2011-04-16T13:03	-12.9794	-96.0232	174	180	177	DCM	deep chlorophyll maximum layer (ENVO:01000326) & marine oxygen minimum zone (ENVO:01000065)	0.220	3.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)
TARA_B100000900	TARA_102_SRF_0.22-3	ERS491938	insdc:ERR598943,ERR598978	https://www.pangaea.de/?q=TARA_B100000900		102_SUR_0d2-3		102_S_0.22-1.6		TARA_102	TARA_20110421T2007Z_102_EVENT_PUMP	High Volume Peristaltic Pump	2011-04-21T20:07	-5.2529	-85.1545	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	3.000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)
